ident;type;iata_code
KDVL;small_airport;DVL
KDVN;small_airport;DVN
KDVO;small_airport;NOT
KDVP;small_airport;NSL
KDVT;small_airport;DVT
KDW;seaplane_base;KDW
KDWF;closed;DWF
KDWH;small_airport;DWH
KDXR;small_airport;DXR
KDYL;small_airport;DYL
KDYS;large_airport;DYS
KDZ;seaplane_base;KDZ
KE-0060;small_airport;JJM
KE-0069;small_airport;VPG
KE-6112;small_airport;ANA
KE-6978;small_airport;KRV
KE-KIU;small_airport;KIU
KE-LBK;small_airport;LBK
KE-LBN;small_airport;LBN
KE-LKU;small_airport;LKU
KE-MRE;small_airport;MRE
KE-MUM;small_airport;MUM
KE01;small_airport;MIF
KE13;small_airport;CCG
KE14;small_airport;ESO
KE24;small_airport;WTR
KE38;small_airport;ALE
KE51;small_airport;BGT
KEAN;small_airport;EAN
KEAR;small_airport;EAR
KEAT;medium_airport;EAT
KEAU;medium_airport;EAU
KEB;small_airport;KEB
KEBS;small_airport;EBS
KECG;medium_airport;ECG
KECP;medium_airport;ECP
KECS;small_airport;ECS
KEDE;small_airport;EDE
KEDN;small_airport;ETS
KEDW;large_airport;EDW
KEED;medium_airport;EED
KEEN;medium_airport;EEN
KEFD;medium_airport;EFD
KEFK;small_airport;EFK
KEFW;small_airport;EFW
KEG;small_airport;KEG
KEGE;medium_airport;EGE
KEGI;medium_airport;EGI
KEGV;small_airport;EGV
KEK;small_airport;KEK
KEKA;medium_airport;EKA
KEKM;small_airport;EKI
KEKN;medium_airport;EKN
KEKO;medium_airport;EKO
KEKX;small_airport;EKX
KELA;small_airport;ELA
KELD;medium_airport;ELD
KELK;small_airport;ELK
KELM;medium_airport;ELM
KELN;small_airport;ELN
KELO;medium_airport;LYU
KELP;medium_airport;ELP
KELY;medium_airport;ELY
KELZ;small_airport;ELZ
KEMM;small_airport;EMM
KEMP;small_airport;EMP
KEMT;small_airport;EMT
KEND;large_airport;END
KENL;small_airport;ENL
KENV;medium_airport;ENV
KENW;medium_airport;ENW
KEOK;small_airport;EOK
KEPH;small_airport;EPH
KEQA;small_airport;EDK
KERI;large_airport;ERI
KERR;small_airport;ERR
KERV;small_airport;ERV
KESC;small_airport;ESC
KESF;medium_airport;ESF
KESN;small_airport;ESN
KEST;small_airport;EST
KESW;small_airport;ESW
KETB;small_airport;ETB
KETN;small_airport;ETN
KEUF;small_airport;EUF
KEUG;medium_airport;EUG
KEVM;small_airport;EVM
KEVV;medium_airport;EVV
KEVW;medium_airport;EVW
KEWB;medium_airport;EWB
KEWK;small_airport;EWK
KEWN;medium_airport;EWN
KEWR;large_airport;EWR
KEX;small_airport;KEX
KEYW;medium_airport;EYW
KEZ;seaplane_base;KEZ
KF05;small_airport;WIB
KF70;small_airport;RBK
KFAF;medium_airport;FAF
KFAM;small_airport;FAM
KFAR;medium_airport;FAR
KFAT;medium_airport;FAT
KFAY;medium_airport;FAY
KFBG;medium_airport;FBG
KFBL;small_airport;FBL
KFBR;small_airport;FBR
KFBY;small_airport;FBY
KFCH;small_airport;FCH
KFCM;small_airport;FCM
KFCS;medium_airport;FCS
KFCY;small_airport;FCY
KFDK;small_airport;FDK
KFDR;small_airport;FDR
KFDY;medium_airport;FDY
KFEP;small_airport;FEP
KFET;small_airport;FET
KFFA;small_airport;FFA
KFFL;small_airport;FFL
KFFM;small_airport;FFM
KFFO;large_airport;FFO
KFFT;small_airport;FFT
KFFZ;small_airport;MSC
KFHR;small_airport;FRD
KFHU;medium_airport;FHU
KFKL;medium_airport;FKL
KFKN;small_airport;FKN
KFLD;small_airport;FLD
KFLG;medium_airport;FLG
KFLL;large_airport;FLL
KFLO;medium_airport;FLO
KFLP;small_airport;FLP
KFLU;closed;FLU
KFLV;small_airport;FLV
KFLX;small_airport;FLX
KFME;medium_airport;FME
KFMH;small_airport;FMH
KFMN;medium_airport;FMN
KFMY;medium_airport;FMY
KFNL;small_airport;FNL
KFNT;medium_airport;FNT
KFOD;medium_airport;FOD
KFOE;medium_airport;FOE
KFOK;small_airport;FOK
KFOM;small_airport;FIL
KFPR;medium_airport;FPR
KFRG;medium_airport;FRG
KFRH;small_airport;FRH
KFRI;medium_airport;FRI
KFRM;small_airport;FRM
KFRR;small_airport;FRR
KFSD;medium_airport;FSD
KFSI;medium_airport;FSI
KFSK;small_airport;FSK
KFSM;large_airport;FSM
KFST;medium_airport;FST
KFSU;small_airport;FSU
KFSW;small_airport;FMS
KFTK;medium_airport;FTK
KFTW;large_airport;FTW
KFTY;medium_airport;FTY
KFUL;small_airport;FUL
KFVE;small_airport;WFK
KFWA;large_airport;FWA
KFXE;medium_airport;FXE
KFXY;small_airport;FXY
KFYM;small_airport;FYM
KFYV;medium_airport;FYV
KGAD;small_airport;GAD
KGAG;small_airport;GAG
KGAI;small_airport;GAI
KGBD;small_airport;GBD
KGBG;small_airport;GBG
KGBR;small_airport;GBR
KGCC;medium_airport;GCC
KGCD;small_airport;JDA
KGCK;medium_airport;GCK
KGCN;medium_airport;GCN
KGCY;small_airport;GCY
KGDM;small_airport;GDM
KGDV;medium_airport;GDV
KGDW;small_airport;GDW
KGED;small_airport;GED
KGEG;large_airport;GEG
KGEY;small_airport;GEY
KGFA;heliport;GFA
KGFK;medium_airport;GFK
KGFL;medium_airport;GFL
KGGE;small_airport;GGE
KGGG;medium_airport;GGG
KGGW;medium_airport;GGW
KGHM;small_airport;GHM
KGIF;small_airport;GIF
KGJT;medium_airport;GJT
KGKJ;small_airport;MEJ
KGKT;small_airport;GKT
KGLD;medium_airport;GLD
KGLE;small_airport;GLE
KGLH;medium_airport;GLH
KGLR;small_airport;GLR
KGLS;medium_airport;GLS
KGLW;small_airport;GLW
KGMU;medium_airport;GMU
KGNG;small_airport;GNG
KGNT;small_airport;GNT
KGNV;medium_airport;GNV
KGOK;small_airport;GOK
KGON;medium_airport;GON
KGPI;medium_airport;FCA
KGPT;large_airport;GPT
KGPZ;small_airport;GPZ
KGQQ;small_airport;GQQ
KGRB;large_airport;GRB
KGRD;small_airport;GRD
KGRE;small_airport;GRE
KGRF;medium_airport;GRF
KGRI;medium_airport;GRI
KGRK;medium_airport;GRK
KGRN;small_airport;GRN
KGRR;medium_airport;GRR
KGSB;large_airport;GSB
KGSH;small_airport;GSH
KGSO;large_airport;GSO
KGSP;large_airport;GSP
KGSW;closed;GSW
KGTF;medium_airport;GTF
KGTG;small_airport;GTG
KGTR;medium_airport;GTR
KGUC;small_airport;GUC
KGUP;medium_airport;GUP
KGUS;large_airport;GUS
KGUY;medium_airport;GUY
KGVL;small_airport;GVL
KGVT;small_airport;GVT
KGVW;closed;GVW
KGW;small_airport;KGW
KGWO;medium_airport;GWO
KGWS;small_airport;GWS
KGX;small_airport;KGX
KGXY;small_airport;GXY
KGYH;small_airport;GDC
KGYI;small_airport;PNX
KGYR;small_airport;GYR
KGYY;medium_airport;GYY
KGZ;small_airport;KGZ
KHAB;small_airport;HAB
KHAF;small_airport;HAF
KHAI;small_airport;HAI
KHAO;small_airport;HAO
KHAX;closed;HAX
KHBG;medium_airport;HBG
KHBR;medium_airport;HBR
KHDE;small_airport;HDE
KHDN;small_airport;HDN
KHEE;small_airport;HEE
KHEF;small_airport;MNZ
KHEZ;small_airport;HEZ
KHFD;medium_airport;HFD
KHFF;small_airport;HFF
KHGR;medium_airport;HGR
KHHR;medium_airport;HHR
KHHW;small_airport;HUJ
KHIB;large_airport;HIB
KHIE;small_airport;HIE
KHIF;medium_airport;HIF
KHII;small_airport;HII
KHIO;medium_airport;HIO
KHKA;small_airport;HKA
KHKS;small_airport;HKS
KHKY;medium_airport;HKY
KHL;closed;KHL
KHLB;small_airport;HLB
KHLC;small_airport;HLC
KHLG;medium_airport;HLG
KHLM;small_airport;HLM
KHLN;medium_airport;HLN
KHLR;medium_airport;HLR
KHMN;large_airport;HMN
KHMT;small_airport;HMT
KHNB;small_airport;HNB
KHND;small_airport;HSH
KHOB;medium_airport;HOB
KHON;medium_airport;HON
KHOP;medium_airport;HOP
KHOT;medium_airport;HOT
KHOU;large_airport;HOU
KHPN;medium_airport;HPN
KHPT;small_airport;HPT
KHPY;small_airport;HPY
KHQM;medium_airport;HQM
KHRI;small_airport;HES
KHRL;medium_airport;HRL
KHRO;medium_airport;HRO
KHSB;small_airport;HSB
KHSE;small_airport;HNC
KHSG;small_airport;THP
KHSI;small_airport;HSI
KHSP;small_airport;HSP
KHST;medium_airport;HST
KHSV;large_airport;HSV
KHTH;small_airport;HTH
KHTL;small_airport;HTL
KHTO;small_airport;HTO
KHTS;large_airport;HTS
KHTW;small_airport;HTW
KHUA;medium_airport;HUA
KHUF;medium_airport;HUF
KHUL;medium_airport;HUL
KHUM;small_airport;HUM
KHUT;medium_airport;HUT
KHVE;small_airport;HVE
KHVN;medium_airport;HVN
KHVR;medium_airport;HVR
KHVS;small_airport;HVS
KHWD;small_airport;HWD
KHWO;small_airport;HWO
KHWV;small_airport;WSH
KHXD;small_airport;HHH
KHYA;medium_airport;HYA
KHYR;medium_airport;HYR
KHYS;medium_airport;HYS
KHZL;small_airport;HZL
KHZY;small_airport;JFN
KIA;closed;KIA
KIAB;medium_airport;IAB
KIAD;large_airport;IAD
KIAG;medium_airport;IAG
KIAH;large_airport;IAH
KIB;seaplane_base;KIB
KICL;small_airport;ICL
KICT;large_airport;ICT
KIDA;medium_airport;IDA
KIDI;small_airport;IDI
KIDP;small_airport;IDP
KIEN;small_airport;XPR
KIFA;small_airport;IFA
KIFP;small_airport;IFP
KIGM;small_airport;IGM
KIKK;medium_airport;IKK
KIL;small_airport;KIL
KILE;small_airport;ILE
KILG;medium_airport;ILG
KILM;medium_airport;ILM
KILN;medium_airport;ILN
KIML;small_airport;IML
KIMM;small_airport;IMM
KIMS;small_airport;MDN
KIMT;small_airport;IMT
KIND;large_airport;IND
KINK;medium_airport;INK
KINL;medium_airport;INL
KINS;small_airport;INS
KINT;medium_airport;INT
KINW;medium_airport;INW
KIOW;small_airport;IOW
KIPL;medium_airport;IPL
KIPT;medium_airport;IPT
KIQ;small_airport;KIQ
KIRK;medium_airport;IRK
KIRS;small_airport;IRS
KISM;medium_airport;ISM
KISN;medium_airport;ISN
KISO;medium_airport;ISO
KISP;medium_airport;ISP
KISQ;small_airport;ISQ
KISW;small_airport;ISW
KITH;medium_airport;ITH
KIWA;medium_airport;AZA
KIWD;small_airport;IWD
KIWI;small_airport;ISS
KIWS;small_airport;IWS
KIXD;small_airport;JCI
KIYK;small_airport;IYK
KIZ;closed;KIZ
KIZA;small_airport;SQA
KIZG;small_airport;FRY
KJAC;medium_airport;JAC
KJAN;large_airport;JAN
KJAS;small_airport;JAS
KJAX;large_airport;JAX
KJBR;medium_airport;JBR
KJCT;medium_airport;JCT
KJDN;small_airport;JDN
KJEF;small_airport;JEF
KJFK;large_airport;JFK
KJHW;medium_airport;JHW
KJKA;small_airport;GUF
KJLN;large_airport;JLN
KJMS;medium_airport;JMS
KJOT;small_airport;JOT
KJQF;small_airport;USA
KJSO;small_airport;JKV
KJST;medium_airport;JST
KJU;closed;KJU
KJVL;small_airport;JVL
KJXN;medium_airport;JXN
KKB;seaplane_base;KKB
KKIC;small_airport;KIC
KKL;seaplane_base;KKL
KKLS;medium_airport;KLS
KKU;small_airport;KKU
KL06;small_airport;DTH
KL08;small_airport;BXS
KL35;small_airport;RBF
KL72;small_airport;TRH
KLAA;small_airport;LAA
KLAF;medium_airport;LAF
KLAL;medium_airport;LAL
KLAM;small_airport;LAM
KLAN;medium_airport;LAN
KLAR;medium_airport;LAR
KLAS;large_airport;LAS
KLAW;medium_airport;LAW
KLAX;large_airport;LAX
KLBB;large_airport;LBB
KLBE;medium_airport;LBE
KLBF;medium_airport;LBF
KLBL;medium_airport;LBL
KLBT;medium_airport;LBT
KLBX;medium_airport;LJN
KLCH;medium_airport;LCH
KLCI;small_airport;LCI
KLCK;large_airport;LCK
KLCQ;small_airport;LCQ
KLDJ;small_airport;LDJ
KLDM;small_airport;LDM
KLEB;medium_airport;LEB
KLEE;medium_airport;LEE
KLEM;small_airport;LEM
KLEW;small_airport;LEW
KLEX;large_airport;LEX
KLFI;large_airport;LFI
KLFK;medium_airport;LFK
KLFT;large_airport;LFT
KLGA;large_airport;LGA
KLGB;medium_airport;LGB
KLGC;small_airport;LGC
KLGD;small_airport;LGD
KLGF;small_airport;LGF
KLGU;medium_airport;LGU
KLHC;closed;LHC
KLHV;small_airport;LHV
KLHW;small_airport;LIY
KLHZ;small_airport;LFN
KLIC;small_airport;LIC
KLIT;large_airport;LIT
KLKP;small_airport;LKP
KLKU;small_airport;LOW
KLKV;small_airport;LKV
KLLJ;small_airport;CHL
KLMS;small_airport;LMS
KLMT;medium_airport;LMT
KLNA;small_airport;LNA
KLND;medium_airport;LND
KLNK;medium_airport;LNK
KLNN;small_airport;LNN
KLNP;small_airport;LNP
KLNR;small_airport;LNR
KLNS;medium_airport;LNS
KLOL;medium_airport;LOL
KLOM;small_airport;BBX
KLOT;small_airport;LOT
KLOU;medium_airport;LOU
KLOZ;medium_airport;LOZ
KLPC;small_airport;LPC
KLQK;small_airport;LQK
KLRD;medium_airport;LRD
KLRF;medium_airport;LRF
KLRJ;small_airport;LRJ
KLRU;medium_airport;LRU
KLSB;small_airport;LSB
KLSE;medium_airport;LSE
KLSF;medium_airport;LSF
KLSK;small_airport;LSK
KLSN;small_airport;LSN
KLSV;medium_airport;LSV
KLTS;large_airport;LTS
KLUF;large_airport;LUF
KLUK;medium_airport;LUK
KLUL;small_airport;LUL
KLVK;small_airport;LVK
KLVL;small_airport;LVL
KLVM;medium_airport;LVM
KLVS;medium_airport;LVS
KLWB;medium_airport;LWB
KLWC;small_airport;LWC
KLWL;small_airport;LWL
KLWM;medium_airport;LWM
KLWS;medium_airport;LWS
KLWT;medium_airport;LWT
KLWV;small_airport;LWV
KLXN;small_airport;LXN
KLXV;small_airport;LXV
KLYH;medium_airport;LYH
KLYO;small_airport;LYO
KLZU;small_airport;LZU
KM13;small_airport;PCU
KM75;small_airport;MLK
KMAC;small_airport;MAC
KMAE;small_airport;MAE
KMAF;medium_airport;MAF
KMAW;small_airport;MAW
KMB;small_airport;KMB
KMBG;medium_airport;MBG
KMBL;small_airport;MBL
KMBO;small_airport;DXE
KMBS;large_airport;MBS
KMBY;small_airport;MBY
KMCB;medium_airport;MCB
KMCC;medium_airport;MCC
KMCD;small_airport;MCD
KMCE;medium_airport;MCE
KMCF;large_airport;MCF
KMCI;large_airport;MCI
KMCK;medium_airport;MCK
KMCN;medium_airport;MCN
KMCO;large_airport;MCO
KMCW;medium_airport;MCW
KMDA;heliport;MDA
KMDD;small_airport;MDD
KMDH;medium_airport;MDH
KMDS;small_airport;XMD
KMDT;medium_airport;MDT
KMDW;large_airport;MDW
KMDZ;small_airport;MDF
KMEB;small_airport;MXE
KMEI;medium_airport;MEI
KMEM;large_airport;MEM
KMER;medium_airport;MER
KMEV;small_airport;MEV
KMF;small_airport;KMF
KMFD;medium_airport;MFD
KMFE;medium_airport;MFE
KMFI;small_airport;MFI
KMFR;medium_airport;MFR
KMFV;small_airport;MFV
KMGC;small_airport;MGC
KMGE;large_airport;MGE
KMGJ;small_airport;MGJ
KMGM;large_airport;MGM
KMGR;small_airport;MGR
KMGW;medium_airport;MGW
KMGY;small_airport;MGY
KMHE;small_airport;MHE
KMHK;medium_airport;MHK
KMHL;small_airport;MHL
KMHR;medium_airport;MHR
KMHT;large_airport;MHT
KMHV;small_airport;MHV
KMIA;large_airport;MIA
KMIB;medium_airport;MIB
KMIE;medium_airport;MIE
KMIT;small_airport;MIT
KMIV;medium_airport;MIV
KMJX;small_airport;MJX
KMKC;medium_airport;MKC
KMKE;large_airport;MKE
KMKG;small_airport;MKG
KMKL;medium_airport;MKL
KMKY;small_airport;MRK
KMLB;medium_airport;MLB
KMLC;medium_airport;MLC
KMLI;large_airport;MLI
KMLS;medium_airport;MLS
KMLU;large_airport;MLU
KMM;small_airport;KMM
KMMH;small_airport;MMH
KMMI;small_airport;MMI
KMML;small_airport;MML
KMMS;small_airport;MMS
KMMT;medium_airport;MMT
KMMU;medium_airport;MMU
KMNM;small_airport;MNM
KMNN;small_airport;MNN
KMOB;large_airport;MOB
KMOD;medium_airport;MOD
KMOT;medium_airport;MOT
KMPI;small_airport;RMY
KMPJ;small_airport;MPJ
KMPO;small_airport;MPO
KMPV;medium_airport;MPV
KMPZ;small_airport;MPZ
KMQB;small_airport;MQB
KMQI;small_airport;MEO
KMQS;small_airport;CTH
KMQY;medium_airport;MQY
KMRB;medium_airport;MRB
KMRC;small_airport;MRC
KMRF;small_airport;MRF
KMRN;small_airport;MRN
KMRY;medium_airport;MRY
KMSL;medium_airport;MSL
KMSN;large_airport;MSN
KMSO;medium_airport;MSO
KMSP;large_airport;MSP
KMSS;medium_airport;MSS
KMSV;small_airport;MSV
KMSY;large_airport;MSY
KMT;closed;KMT
KMTC;medium_airport;MTC
KMTH;medium_airport;MTH
KMTJ;medium_airport;MTJ
KMTN;medium_airport;MTN
KMTO;small_airport;MTO
KMTP;small_airport;MTP
KMTW;small_airport;MTW
KMUI;medium_airport;MUI
KMUO;large_airport;MUO
KMUT;small_airport;MUT
KMVC;small_airport;MVC
KMVE;small_airport;MVE
KMVL;small_airport;MVL
KMVY;small_airport;MVY
KMWA;small_airport;MWA
KMWC;small_airport;MWC
KMWH;medium_airport;MWH
KMWL;small_airport;MWL
KMWO;small_airport;MWO
KMXA;small_airport;MXA
KMXF;medium_airport;MXF
KMYF;small_airport;MYF
KMYL;medium_airport;MYL
KMYR;medium_airport;MYR
KMYV;medium_airport;MYV
KMZJ;small_airport;MZJ
KMZZ;small_airport;MZZ
KN03;small_airport;CTX
KN23;small_airport;SXY
KN53;small_airport;ESP
KNBG;medium_airport;NBG
KNBJ;small_airport;NHX
KNDY;small_airport;DGN
KNEL;medium_airport;NEL
KNEN;small_airport;NEN
KNEW;medium_airport;NEW
KNFL;medium_airport;NFL
KNFW;medium_airport;FWH
KNGU;medium_airport;NGU
KNGZ;closed;NGZ
KNHK;medium_airport;NHK
KNHZ;medium_airport;NHZ
KNIP;medium_airport;NIP
KNJK;medium_airport;NJK
KNKX;medium_airport;NKX
KNL;closed;KNL
KNLC;medium_airport;NLC
KNPA;medium_airport;NPA
KNQA;medium_airport;NQA
KNQI;medium_airport;NQI
KNQX;medium_airport;NQX
KNRB;medium_airport;NRB
KNRS;small_airport;NRS
KNSE;medium_airport;NSE
KNTD;medium_airport;NTD
KNTU;medium_airport;NTU
KNUQ;medium_airport;NUQ
KNUW;medium_airport;NUW
KNYL;medium_airport;YUM
KNZY;medium_airport;NZY
KO02;small_airport;NVN
KO22;small_airport;COA
KO27;small_airport;ODC
KO43;small_airport;EYR
KOAJ;medium_airport;OAJ
KOAK;large_airport;OAK
KOAR;small_airport;OAR
KOBE;small_airport;OBE
KOCF;small_airport;OCF
KOCH;small_airport;OCH
KOCW;small_airport;OCW
KOEA;small_airport;OEA
KOEO;small_airport;OEO
KOFF;medium_airport;OFF
KOFK;medium_airport;OFK
KOGA;small_airport;OGA
KOGB;medium_airport;OGB
KOGD;medium_airport;OGD
KOGS;small_airport;OGS
KOIC;small_airport;OIC
KOIL;closed;OIL
KOJC;small_airport;OJC
KOKB;small_airport;OCN
KOKC;large_airport;OKC
KOKH;small_airport;ODW
KOKK;small_airport;OKK
KOKM;small_airport;OKM
KOKS;small_airport;OKS
KOKV;small_airport;WGO
KOL;closed;KOL
KOLD;small_airport;OLD
KOLF;medium_airport;OLF
KOLM;medium_airport;OLM
KOLS;medium_airport;OLS
KOLV;small_airport;OLV
KOM;small_airport;KOM
KOMA;large_airport;OMA
KOMK;small_airport;OMK
KONL;small_airport;ONL
KONO;small_airport;ONO
KONP;medium_airport;ONP
KONT;large_airport;ONT
KOPF;medium_airport;OPF
KOQU;medium_airport;NCO
KOR;small_airport;KOR
KORD;large_airport;ORD
KORF;large_airport;ORF
KORH;medium_airport;ORH
KORL;small_airport;ORL
KORS;small_airport;ESD
KOSC;small_airport;OSC
KOSH;medium_airport;OSH
KOSU;medium_airport;OSU
KOTH;medium_airport;OTH
KOTM;medium_airport;OTM
KOUN;small_airport;OUN
KOVE;small_airport;OVE
KOWA;small_airport;OWA
KOWB;medium_airport;OWB
KOWD;medium_airport;OWD
KOWK;small_airport;OWK
KOXB;small_airport;OCE
KOXC;small_airport;OXC
KOXD;small_airport;OXD
KOXR;medium_airport;OXR
KOY;seaplane_base;KOY
KOYM;small_airport;STQ
KOZA;small_airport;OZA
KOZR;medium_airport;OZR
KP-0029;small_airport;YJS
KP-0032;medium_airport;RGO
KP04;small_airport;BSQ
KP10;small_airport;PXL
KP13;small_airport;GLB
KP14;small_airport;HBK
KP33;small_airport;CWX
KPAE;medium_airport;PAE
KPAH;medium_airport;PAH
KPAM;large_airport;PAM
KPAN;small_airport;PJB
KPAO;small_airport;PAO
KPB;seaplane_base;KPB
KPBF;medium_airport;PBF
KPBG;medium_airport;PBG
KPBI;large_airport;PBI
KPBX;small_airport;PVL
KPDC;small_airport;PCD
KPDK;medium_airport;PDK
KPDT;medium_airport;PDT
KPDX;large_airport;PDX
KPE;small_airport;KPE
KPEQ;small_airport;PEQ
KPGA;medium_airport;PGA
KPGD;small_airport;PGD
KPGR;small_airport;PGR
KPGV;medium_airport;PGV
KPHD;small_airport;PHD
KPHF;large_airport;PHF
KPHH;small_airport;ADR
KPHK;small_airport;PHK
KPHL;large_airport;PHL
KPHN;small_airport;PHN
KPHP;small_airport;PHP
KPHT;small_airport;PHT
KPHX;large_airport;PHX
KPIA;large_airport;PIA
KPIB;medium_airport;PIB
KPIE;medium_airport;PIE
KPIH;medium_airport;PIH
KPIM;small_airport;PIM
KPIR;medium_airport;PIR
KPIT;large_airport;PIT
KPKB;medium_airport;PKB
KPKD;small_airport;PKD
KPKF;small_airport;PKF
KPL;small_airport;KPL
KPLB;closed;PLB
KPLK;small_airport;PLK
KPLN;medium_airport;PLN
KPLR;small_airport;PLR
KPMB;small_airport;PMB
KPMD;medium_airport;PMD
KPMH;small_airport;PMH
KPMP;small_airport;PPM
KPNA;medium_airport;PWY
KPNC;medium_airport;PNC
KPNE;medium_airport;PNE
KPNN;small_airport;PNN
KPNS;medium_airport;PNS
KPOB;medium_airport;POB
KPOC;small_airport;POC
KPOE;medium_airport;POE
KPOF;small_airport;POF
KPOU;medium_airport;POU
KPOY;small_airport;POY
KPPA;small_airport;PPA
KPPF;small_airport;PPF
KPPO;small_airport;LPO
KPQI;medium_airport;PQI
KPQL;small_airport;PGL
KPR;seaplane_base;KPR
KPRB;medium_airport;PRB
KPRC;medium_airport;PRC
KPRO;small_airport;PRO
KPRX;medium_airport;PRX
KPSC;medium_airport;PSC
KPSF;small_airport;PSF
KPSK;small_airport;PSK
KPSM;medium_airport;PSM
KPSN;small_airport;PSN
KPSO;small_airport;PGO
KPSP;medium_airport;PSP
KPSX;small_airport;PSX
KPTB;small_airport;PTB
KPTK;medium_airport;PTK
KPTN;small_airport;PTN
KPTT;small_airport;PTT
KPTV;small_airport;PTV
KPTW;small_airport;PTW
KPUB;small_airport;PUB
KPUC;small_airport;PUC
KPUW;medium_airport;PUW
KPVC;small_airport;PVC
KPVD;large_airport;PVD
KPVF;small_airport;PVF
KPVU;medium_airport;PVU
KPVW;small_airport;PVW
KPVZ;closed;PVZ
KPWA;small_airport;PWA
KPWD;small_airport;PWD
KPWK;medium_airport;PWK
KPWM;large_airport;PWM
KPWT;medium_airport;PWT
KPY;seaplane_base;KPY
KPYM;small_airport;PYM
KQA;seaplane_base;KQA
KQL;small_airport;KQL
KR-0018;heliport;JCJ
KRAC;small_airport;RAC
KRAL;medium_airport;RAL
KRAP;medium_airport;RAP
KRBD;small_airport;RBD
KRBG;small_airport;RBG
KRBL;medium_airport;RBL
KRBW;small_airport;RBW
KRCA;medium_airport;RCA
KRCK;small_airport;RCK
KRCR;small_airport;RCR
KRCT;small_airport;RCT
KRDD;medium_airport;RDD
KRDG;medium_airport;RDG
KRDM;medium_airport;RDM
KRDR;medium_airport;RDR
KRDU;large_airport;RDU
KREO;small_airport;REO
KRFD;large_airport;RFD
KRHI;medium_airport;RHI
KRHV;small_airport;RHV
KRIC;large_airport;RIC
KRIL;medium_airport;RIL
KRIV;medium_airport;RIV
KRIW;medium_airport;RIW
KRJ;small_airport;KRJ
KRKD;small_airport;RKD
KRKP;small_airport;RKP
KRKS;medium_airport;RKS
KRKW;small_airport;RKW
KRME;medium_airport;RME
KRMG;medium_airport;RMG
KRNC;small_airport;RNC
KRND;large_airport;RND
KRNO;large_airport;RNO
KRNT;small_airport;RNT
KROA;large_airport;ROA
KROC;large_airport;ROC
KROG;small_airport;ROG
KROW;medium_airport;ROW
KROX;small_airport;ROX
KRPD;small_airport;RIE
KRPX;small_airport;RPX
KRQB;small_airport;WBR
KRQO;small_airport;RQO
KRRL;small_airport;RRL
KRRT;small_airport;RRT
KRSL;medium_airport;RSL
KRSN;small_airport;RSN
KRST;large_airport;RST
KRSW;large_airport;RSW
KRTN;small_airport;RTN
KRU;small_airport;KRU
KRUQ;small_airport;SRW
KRUT;medium_airport;RUT
KRVL;small_airport;RED
KRVS;medium_airport;RVS
KRWF;medium_airport;RWF
KRWI;medium_airport;RWI
KRWL;medium_airport;RWL
KRXE;small_airport;RXE
KRZL;small_airport;RNZ
KRZZ;closed;RZZ
KS03;small_airport;AHM
KS05;small_airport;BDY
KS21;small_airport;SUO
KS33;small_airport;MDJ
KS39;small_airport;PRZ
KS80;small_airport;IDH
KS98;small_airport;VSK
KSAA;small_airport;SAA
KSAC;medium_airport;SAC
KSAD;small_airport;SAD
KSAF;medium_airport;SAF
KSAN;large_airport;SAN
KSAR;small_airport;SAR
KSAT;large_airport;SAT
KSAV;large_airport;SAV
KSAW;medium_airport;MQT
KSBA;medium_airport;SBA
KSBD;medium_airport;SBD
KSBM;small_airport;SBM
KSBN;large_airport;SBN
KSBP;medium_airport;SBP
KSBS;small_airport;SBS
KSBX;small_airport;SBX
KSBY;medium_airport;SBY
KSCB;small_airport;SCB
KSCH;medium_airport;SCH
KSCK;medium_airport;SCK
KSDF;large_airport;SDF
KSDL;small_airport;SCF
KSDM;medium_airport;SDM
KSDY;medium_airport;SDY
KSEA;large_airport;SEA
KSEE;small_airport;SEE
KSEF;small_airport;SEF
KSEG;small_airport;SEG
KSEM;small_airport;SEM
KSEP;small_airport;SEP
KSER;small_airport;SER
KSEZ;small_airport;SDX
KSFB;large_airport;SFB
KSFF;medium_airport;SFF
KSFM;small_airport;SFM
KSFO;large_airport;SFO
KSFZ;small_airport;SFZ
KSG;closed;KSG
KSGF;large_airport;SGF
KSGH;medium_airport;SGH
KSGJ;medium_airport;UST
KSGR;medium_airport;SGR
KSGT;small_airport;SGT
KSGU;medium_airport;SGU
KSHD;small_airport;SHD
KSHN;small_airport;SHN
KSHR;medium_airport;SHR
KSHV;medium_airport;SHV
KSIK;small_airport;SIK
KSIV;small_airport;SIV
KSJC;large_airport;SJC
KSJN;small_airport;SJN
KSJT;medium_airport;SJT
KSKA;large_airport;SKA
KSKF;medium_airport;SKF
